global_index,gene_symbol,ensembl_id,in_vcc_output,vcc_output_index,in_vcc2025,vcc2025_local_index,in_replogle,replogle_local_index,is_replogle_perturbation_target,replogle_perturbed_cell_count
3833,DSE,,1,3833,1,6235,0,-1,0,0
3834,RWDD1,ENSG00000111832,1,3834,1,6241,1,2903,1,181
3835,RSPH4A,,1,3835,1,6242,0,-1,0,0
3836,MAK,,1,3836,1,5596,0,-1,0,0
3837,TMEM14C,ENSG00000111843,1,3837,1,5594,1,2584,1,172
3838,PAK1IP1,ENSG00000111845,1,3838,1,5593,1,2583,1,44
3839,GCNT2,,1,3839,1,5591,0,-1,0,0
3840,SMIM8,ENSG00000111850,1,3840,1,6132,1,2846,1,234
3841,NEDD9,,1,3841,1,5602,0,-1,0,0
3842,CEP85L,ENSG00000111860,1,3842,1,6254,1,2909,1,261
3843,ADTRP,,1,3843,1,5604,0,-1,1,141
3844,ASF1A,ENSG00000111875,1,3844,1,6257,1,2911,1,200
3845,MCM9,ENSG00000111877,1,3845,1,6256,1,2910,1,234
3846,FAM184A,ENSG00000111879,1,3846,1,6258,1,2912,1,237
3847,RNGTT,ENSG00000111880,1,3847,1,6141,1,2851,1,208
3848,MAN1A1,ENSG00000111885,1,3848,1,6259,1,2913,1,281
3849,GABRR2,,1,3849,1,6146,0,-1,0,0
3850,SERINC1,ENSG00000111897,1,3850,1,6263,1,2915,1,135
3851,HDDC2,ENSG00000111906,1,3851,1,6272,1,2919,1,171
3852,TPD52L1,ENSG00000111907,1,3852,1,6271,1,2918,1,275
3853,HINT3,ENSG00000111911,1,3853,1,6275,1,2921,1,118
3854,NCOA7,ENSG00000111912,1,3854,1,6274,1,2920,1,181
3855,RIPOR2,,1,3855,1,5650,0,-1,0,0
3856,SASH1,,1,3856,1,6371,0,-1,0,0
3857,UST,,1,3857,1,6372,0,-1,0,0
3858,ULBP1,,1,3858,1,6386,0,-1,0,0
3859,FBXO5,ENSG00000112029,1,3859,1,6402,1,2971,1,287
3860,MTRF1L,ENSG00000112031,1,3860,1,6403,1,2972,1,218
3861,PPARD,,1,3861,1,5877,0,-1,1,90
3862,OPRM1,,1,3862,1,6405,0,-1,0,0
3863,FANCE,ENSG00000112039,1,3863,1,5878,1,2736,1,40
3864,TULP1,,1,3864,1,5880,0,-1,1,233
3865,SLC26A8,,1,3865,1,5887,0,-1,0,0
3866,MAPK14,ENSG00000112062,1,3866,1,5888,1,2740,1,223
3867,RHAG,ENSG00000112077,1,3867,1,6022,1,2800,1,98
3868,KCTD20,ENSG00000112078,1,3868,1,5895,1,2742,1,104
3869,STK38,ENSG00000112079,1,3869,1,5896,1,2743,1,245
3870,SRSF3,ENSG00000112081,1,3870,1,5897,1,2744,1,37
3871,SOD2,ENSG00000112096,1,3871,1,6428,1,2984,1,350
3872,IL17A,,1,3872,1,6034,0,-1,0,0
3873,IL17F,,1,3873,1,6035,0,-1,0,0
3874,MCM3,ENSG00000112118,1,3874,1,6036,1,2802,1,201
3875,RNF8,ENSG00000112130,1,3875,1,5909,1,2750,1,352
3876,PHACTR1,ENSG00000112137,1,3876,1,5606,1,2590,1,379
3877,MDGA1,,1,3877,1,5912,0,-1,0,0
3878,ICK,ENSG00000112144,1,3878,1,6046,1,2806,1,167
3879,FBXO9,ENSG00000112146,1,3879,1,6047,1,2807,1,281
3880,CD83,,1,3880,1,5614,0,-1,0,0
3881,MDN1,ENSG00000112159,1,3881,1,6151,1,2856,1,84
3882,GLP1R,,1,3882,1,5917,0,-1,0,0
3883,SAYSD1,ENSG00000112167,1,3883,1,5918,1,2755,1,134
3884,BMP5,,1,3884,1,6059,0,-1,0,0
3885,BACH2,,1,3885,1,6154,0,-1,1,318
3886,RBM24,,1,3886,1,5621,0,-1,0,0
3887,CAP2,,1,3887,1,5622,0,-1,0,0
3888,TREML2,,1,3888,1,5933,0,-1,1,169
3889,ZNF451,ENSG00000112200,1,3889,1,6064,1,2812,1,247
3890,BAG2,ENSG00000112208,1,3890,1,6065,1,2813,1,93
3891,RAB23,,1,3891,1,6066,0,-1,1,183
3892,TSPO2,,1,3892,1,5928,0,-1,0,0
3893,FHL5,,1,3893,1,6160,0,-1,0,0
3894,GPR63,,1,3894,1,6161,0,-1,0,0
3895,KHDRBS2,,1,3895,1,6068,0,-1,0,0
3896,FBXL4,ENSG00000112234,1,3896,1,6166,1,2863,1,261
3897,CCNC,ENSG00000112237,1,3897,1,6171,1,2868,1,237
3898,PRDM13,,1,3898,1,6172,0,-1,1,385
3899,E2F3,ENSG00000112242,1,3899,1,5633,1,2607,1,393
3900,SIM1,,1,3900,1,6174,0,-1,1,155
3901,ASCC3,ENSG00000112249,1,3901,1,6175,1,2869,1,128
3902,HDGFL1,,1,3902,1,5637,0,-1,0,0
3903,BVES,,1,3903,1,6179,0,-1,0,0
3904,COL9A1,,1,3904,1,6077,0,-1,0,0
3905,MED23,ENSG00000112282,1,3905,1,6296,1,2928,1,21
3906,WASF1,ENSG00000112290,1,3906,1,6209,1,2888,1,183
3907,GPLD1,,1,3907,1,5642,0,-1,0,0
3908,ALDH5A1,ENSG00000112294,1,3908,1,5643,1,2611,1,201
3909,CRYBG1,ENSG00000112297,1,3909,1,6184,1,2874,1,208
3910,VNN1,,1,3910,1,6309,0,-1,0,0
3911,VNN2,,1,3911,1,6311,0,-1,0,0
3912,ACOT13,ENSG00000112304,1,3912,1,5646,1,2613,1,147
3913,SMAP1,ENSG00000112305,1,3913,1,6080,1,2820,1,106
3914,C6orf62,ENSG00000112308,1,3914,1,5647,1,2614,1,340
3915,B3GAT2,,1,3915,1,6081,0,-1,0,0
3916,GMNN,ENSG00000112312,1,3916,1,5648,1,2615,1,55
3917,EYA4,,1,3917,1,6313,0,-1,0,0
3918,SOBP,,1,3918,1,6191,0,-1,0,0
3919,NR2E1,,1,3919,1,6195,0,-1,1,34
3920,SNX3,ENSG00000112335,1,3920,1,6196,1,2881,1,92
3921,SLC17A2,,1,3921,1,5658,0,-1,0,0
3922,HBS1L,ENSG00000112339,1,3922,1,6319,1,2934,1,71
3923,TRIM38,ENSG00000112343,1,3923,1,5659,1,2617,1,95
3924,PEX7,ENSG00000112357,1,3924,1,6327,1,2939,1,55
3925,ZBTB24,ENSG00000112365,1,3925,1,6205,1,2887,1,278
3926,FIG4,,1,3926,1,6207,0,-1,0,0
3927,PERP,,1,3927,1,6334,0,-1,0,0
3928,ARFGEF3,,1,3928,1,6335,0,-1,0,0
3929,SLC16A10,,1,3929,1,6218,0,-1,0,0
3930,HECA,,1,3930,1,6344,0,-1,0,0
3931,ADGRG6,,1,3931,1,6350,0,-1,0,0
3932,PHACTR2,ENSG00000112419,1,3932,1,6356,1,2951,1,165
3933,EPM2A,,1,3933,1,6363,0,-1,0,0
3934,OR12D3,,1,3934,1,5722,0,-1,0,0
3935,SLC39A7,ENSG00000112473,1,3935,1,5840,1,2709,1,297
3936,CCR6,,1,3936,1,6452,0,-1,0,0
3937,UNC93A,,1,3937,1,6455,0,-1,0,0
3938,SLC22A2,,1,3938,1,6435,0,-1,0,0
3939,PHF1,ENSG00000112511,1,3939,1,5852,1,2719,1,232
3940,CUTA,ENSG00000112514,1,3940,1,5853,1,2720,1,204
3941,PACRG,,1,3941,1,6441,0,-1,0,0
3942,QKI,ENSG00000112531,1,3942,1,6442,1,2992,1,188
3943,C6orf118,,1,3943,1,6443,0,-1,0,0
3944,PDE10A,,1,3944,1,6444,0,-1,0,0
3945,MDFI,,1,3945,1,5938,0,-1,0,0
3946,TFEB,,1,3946,1,5939,0,-1,1,451
3947,SMOC2,,1,3947,1,6461,0,-1,0,0
3948,CCND3,ENSG00000112576,1,3948,1,5946,1,2762,1,138
3949,BYSL,ENSG00000112578,1,3949,1,5945,1,2761,1,120
3950,FAM120B,ENSG00000112584,1,3950,1,6469,1,3001,1,186
3951,TBP,ENSG00000112592,1,3951,1,6471,1,3003,1,301
3952,GUCA1B,,1,3952,1,5949,0,-1,0,0
3953,PRPH2,,1,3953,1,5952,0,-1,0,0
3954,BICRAL,,1,3954,1,5954,0,-1,0,0
3955,PPP2R5D,ENSG00000112640,1,3955,1,5960,1,2770,1,112
3956,PTK7,ENSG00000112655,1,3956,1,5966,1,2775,1,212
3957,SRF,ENSG00000112658,1,3957,1,5967,1,2776,1,367
3958,CUL9,,1,3958,1,5968,0,-1,0,0
3959,DNPH1,ENSG00000112667,1,3959,1,5969,1,2777,1,129
3960,DUSP22,ENSG00000112679,1,3960,1,5545,1,2552,1,146
3961,EXOC2,ENSG00000112685,1,3961,1,5547,1,2553,1,204
3962,COX7A2,ENSG00000112695,1,3962,1,6095,1,2825,1,151
3963,TMEM30A,ENSG00000112697,1,3963,1,6096,1,2826,1,98
3964,GMDS,ENSG00000112699,1,3964,1,5552,1,2555,1,184
3965,SENP6,ENSG00000112701,1,3965,1,6098,1,2827,1,169
3966,IMPG1,,1,3966,1,6100,0,-1,0,0
3967,VEGFA,ENSG00000112715,1,3967,1,5984,1,2787,1,122
3968,PRPF4B,ENSG00000112739,1,3968,1,5567,1,2567,1,281
3969,TTK,ENSG00000112742,1,3969,1,6108,1,2831,1,65
3970,SLC29A1,ENSG00000112759,1,3970,1,5989,1,2790,1,514
3971,CCN6,,1,3971,1,6223,0,-1,0,0
3972,BTN2A1,ENSG00000112763,1,3972,1,5680,1,2630,1,70
3973,LAMA4,,1,3973,1,6226,0,-1,0,0
3974,TENT5A,,1,3974,1,6110,0,-1,0,0
3975,CLIC5,,1,3975,1,6000,0,-1,0,0
3976,FBRSL1,ENSG00000112787,1,3976,1,11431,1,5189,1,70
3977,ENPP5,,1,3977,1,6002,0,-1,0,0
3978,LY86,,1,3978,1,5578,0,-1,0,0
3979,PRSS16,,1,3979,1,5687,0,-1,1,307
3980,MEP1A,,1,3980,1,6009,0,-1,0,0
3981,TBX18,ENSG00000112837,1,3981,1,6124,1,2841,1,242
3982,ERBIN,ENSG00000112851,1,3982,1,4927,1,2269,1,109
3983,PCDHB2,,1,3983,1,5255,0,-1,0,0
3984,HARS2,ENSG00000112855,1,3984,1,5238,1,2436,1,104
3985,NUDT12,ENSG00000112874,1,3985,1,5057,1,2344,1,100
3986,CEP72,,1,3986,1,4737,0,-1,1,114
3987,MAN2A1,ENSG00000112893,1,3987,1,5062,1,2347,1,196
3988,SEMA5A,,1,3988,1,4764,0,-1,0,0
3989,C7,,1,3989,1,4847,0,-1,0,0
3990,TENT4A,ENSG00000112941,1,3990,1,4759,1,2190,1,248
3991,GHR,,1,3991,1,4854,0,-1,0,0
3992,HMGCS1,ENSG00000112972,1,3992,1,4860,1,2236,1,63
3993,DAP,ENSG00000112977,1,3993,1,4771,1,2199,1,240
3994,NME5,,1,3994,1,5192,0,-1,0,0
3995,BRD8,ENSG00000112983,1,3995,1,5193,1,2409,1,127
3996,KIF20A,ENSG00000112984,1,3996,1,5194,1,2410,1,143
3997,NNT,ENSG00000112992,1,3997,1,4865,1,2241,1,62
3998,HSPA9,ENSG00000113013,1,3998,1,5203,1,2417,1,212
3999,PFDN1,ENSG00000113068,1,3999,1,5223,1,2428,1,126
4000,HBEGF,,1,4000,1,5224,0,-1,0,0
4001,SLC4A9,,1,4001,1,5225,0,-1,0,0
4002,LOX,,1,4002,1,5099,0,-1,0,0
4003,GZMK,,1,4003,1,4881,0,-1,0,0
4004,CDH9,,1,4004,1,4798,0,-1,0,0
4005,APBB3,,1,4005,1,5229,0,-1,1,63
4006,TMCO6,,1,4006,1,5233,0,-1,1,113
4007,SPARC,,1,4007,1,5370,0,-1,1,138
4008,IK,ENSG00000113141,1,4008,1,5234,1,2433,1,327
4009,HMGCR,ENSG00000113161,1,4009,1,4965,1,2296,1,279
4010,CERT1,ENSG00000113163,1,4010,1,4966,1,2297,1,126
4011,FAF2,ENSG00000113194,1,4011,1,5470,1,2509,1,379
4012,HAND1,,1,4012,1,5379,0,-1,1,200
4013,PCDHB3,,1,4013,1,5256,0,-1,0,0
4014,PCDHB5,,1,4014,1,5258,0,-1,0,0
4015,PCDHB6,,1,4015,1,5259,0,-1,0,0
4016,PCDHB7,,1,4016,1,5260,0,-1,0,0
4017,PDE8B,,1,4017,1,4979,0,-1,0,0
4018,CLK4,ENSG00000113240,1,4018,1,5507,1,2533,1,284
4019,PCDHB15,,1,4019,1,5269,0,-1,0,0
4020,HAVCR1,,1,4020,1,5387,0,-1,0,0
4021,GRM6,,1,4021,1,5513,0,-1,0,0
4022,ITK,,1,4022,1,5390,0,-1,0,0
4023,RNF130,ENSG00000113269,1,4023,1,5527,1,2542,1,177
4024,THG1L,ENSG00000113272,1,4024,1,5398,1,2475,1,54
4025,ARSB,,1,4025,1,4985,0,-1,0,0
4026,CLINT1,ENSG00000113282,1,4026,1,5400,1,2476,1,373
4027,THBS4,,1,4027,1,4994,0,-1,0,0
4028,CNOT6,ENSG00000113300,1,4028,1,5531,1,2544,1,238
4029,IL12B,,1,4029,1,5404,0,-1,0,0
4030,BTNL8,,1,4030,1,5537,0,-1,0,0
4031,TTC1,ENSG00000113312,1,4031,1,5406,1,2479,1,86
4032,MSH3,ENSG00000113318,1,4032,1,5001,1,2313,1,124
4033,RASGRF2,,1,4033,1,5002,0,-1,0,0
4034,GABRG2,,1,4034,1,5418,0,-1,0,0
4035,CCNG1,ENSG00000113328,1,4035,1,5419,1,2483,1,139
4036,POLR3G,ENSG00000113356,1,4036,1,5021,1,2328,1,161
4037,DROSHA,ENSG00000113360,1,4037,1,4800,1,2203,1,35
4038,CDH6,,1,4038,1,4799,0,-1,0,0
4039,LMNB1,ENSG00000113368,1,4039,1,5114,1,2371,1,216
4040,ARRDC3,,1,4040,1,5024,0,-1,1,129
4041,GOLPH3,ENSG00000113384,1,4041,1,4803,1,2205,1,107
4042,SUB1,ENSG00000113387,1,4042,1,4806,1,2209,1,198
4043,NPR3,,1,4043,1,4807,0,-1,0,0
4044,FAM172A,,1,4044,1,5026,0,-1,0,0
4045,SLC27A6,,1,4045,1,5122,0,-1,0,0
4046,TARS,ENSG00000113407,1,4046,1,4808,1,2210,1,175
4047,IRX4,,1,4047,1,4751,0,-1,1,33
4048,LNPEP,ENSG00000113441,1,4048,1,5044,1,2338,1,42
4049,PDE4D,,1,4049,1,4903,0,-1,0,0
4050,RAD1,ENSG00000113456,1,4050,1,4816,1,2212,1,165
4051,BRIX1,ENSG00000113460,1,4051,1,4817,1,2213,1,116
4052,AGXT2,,1,4052,1,4819,0,-1,0,0
4053,PRLR,,1,4053,1,4820,0,-1,0,0
4054,SLC12A7,ENSG00000113504,1,4054,1,4743,1,2181,1,51
4055,IL4,,1,4055,1,5144,0,-1,0,0
4056,RAD50,ENSG00000113522,1,4056,1,5142,1,2381,1,169
4057,IL5,,1,4057,1,5141,0,-1,0,0
4058,ST8SIA4,,1,4058,1,5050,0,-1,0,0
4059,GNPDA1,ENSG00000113552,1,4059,1,5297,1,2443,1,122
4060,PCDH12,,1,4060,1,5295,0,-1,0,0
4061,SKP1,ENSG00000113558,1,4061,1,5159,1,2392,1,74
4062,NUP155,ENSG00000113569,1,4062,1,4833,1,2220,1,15
4063,PPP2CA,ENSG00000113575,1,4063,1,5160,1,2393,1,471
4064,FGF1,,1,4064,1,5300,0,-1,0,0
4065,NR3C1,ENSG00000113580,1,4065,1,5302,1,2445,1,160
4066,C5orf15,ENSG00000113583,1,4066,1,5156,1,2389,1,231
4067,PPWD1,ENSG00000113593,1,4067,1,4921,1,2265,1,28
4068,LIFR,,1,4068,1,4837,0,-1,0,0
4069,TRIM23,,1,4069,1,4922,0,-1,1,230
4070,TRAPPC13,ENSG00000113597,1,4070,1,4924,1,2266,1,171
4071,C9,,1,4071,1,4841,0,-1,0,0
4072,SEC24A,ENSG00000113615,1,4072,1,5166,1,2397,1,110
4073,TXNDC15,ENSG00000113621,1,4073,1,5170,1,2401,1,153
4074,TTC33,ENSG00000113638,1,4074,1,4843,1,2224,1,198
4075,RARS,ENSG00000113643,1,4075,1,5425,1,2487,1,273
4076,WWC1,,1,4076,1,5424,0,-1,0,0
4077,H2AFY,ENSG00000113648,1,4077,1,5174,1,2404,1,155
4078,TCERG1,ENSG00000113649,1,4078,1,5313,1,2450,1,138
4079,DPYSL3,,1,4079,1,5317,0,-1,0,0
4080,SMAD5,ENSG00000113658,1,4080,1,5182,1,2405,1,127
4081,CSNK1A1,ENSG00000113712,1,4081,1,5338,1,2453,1,256
4082,HMGXB3,ENSG00000113716,1,4082,1,5344,1,2455,1,342
4083,ERGIC1,ENSG00000113719,1,4083,1,5449,1,2494,1,226
4084,PDGFRB,,1,4084,1,5346,0,-1,0,0
4085,CDX1,,1,4085,1,5347,0,-1,1,171
4086,ATP6V0E1,ENSG00000113732,1,4086,1,5450,1,2496,1,197
4087,BNIP1,ENSG00000113734,1,4087,1,5452,1,2498,1,170
4088,STC2,,1,4088,1,5454,0,-1,1,217
4089,CPEB4,ENSG00000113742,1,4089,1,5456,1,2500,1,196
4090,HRH2,,1,4090,1,5462,0,-1,0,0
4091,DBN1,ENSG00000113758,1,4091,1,5492,1,2521,1,187
4092,ZNF346,ENSG00000113761,1,4092,1,5480,1,2513,1,100
4093,UNC5A,,1,4093,1,5477,0,-1,0,0
4094,EHHADH,,1,4094,1,3939,0,-1,0,0
4095,CNTN3,,1,4095,1,3475,0,-1,0,0
4096,SMC4,ENSG00000113810,1,4096,1,3842,1,1805,1,254
4097,SELENOK,ENSG00000113811,1,4097,1,3410,1,1633,1,123
4098,ACTR8,ENSG00000113812,1,4098,1,3409,1,1632,1,408
4099,TBCCD1,,1,4099,1,3949,0,-1,1,219
4100,TIMMDC1,ENSG00000113845,1,4100,1,3595,1,1699,1,43
4101,CRBN,ENSG00000113851,1,4101,1,3032,1,1430,1,178
4102,KNG1,,1,4102,1,3954,0,-1,0,0
4103,HRG,,1,4103,1,3953,0,-1,0,0
4104,BCL6,,1,4104,1,3964,0,-1,1,155
4105,HGD,,1,4105,1,3608,0,-1,0,0
4106,CLDN16,,1,4106,1,3971,0,-1,0,0
4107,ARL6,,1,4107,1,3497,0,-1,0,0
4108,NPHP3,,1,4108,1,3707,0,-1,0,0
4109,CD86,,1,4109,1,3621,0,-1,0,0
4110,AMOTL2,,1,4110,1,3717,0,-1,0,0
4111,NIT2,ENSG00000114021,1,4111,1,3519,1,1674,1,104
4112,FAM162A,ENSG00000114023,1,4112,1,3624,1,1710,1,113
4113,OGG1,ENSG00000114026,1,4113,1,3052,1,1442,1,231
4114,KPNA1,ENSG00000114030,1,4114,1,3626,1,1711,1,243
4115,PCCB,ENSG00000114054,1,4115,1,3724,1,1753,1,443
4116,UBE3A,ENSG00000114062,1,4116,1,12336,1,5636,1,228
4117,ARMC8,ENSG00000114098,1,4117,1,3734,1,1758,1,182
4118,CEP70,ENSG00000114107,1,4118,1,3738,1,1759,1,314
4119,RBP2,,1,4119,1,3747,0,-1,0,0
4120,RBP1,,1,4120,1,3748,0,-1,0,0
4121,SLC25A36,ENSG00000114120,1,4121,1,3752,1,1765,1,73
4122,GRK7,,1,4122,1,3758,0,-1,0,0
4123,RNF7,ENSG00000114125,1,4123,1,3757,1,1768,1,188
4124,TFDP2,ENSG00000114126,1,4124,1,3760,1,1770,1,193
4125,XRN1,ENSG00000114127,1,4125,1,3762,1,1772,1,26
4126,KAT2B,ENSG00000114166,1,4126,1,3123,1,1485,1,155
4127,BCHE,,1,4127,1,3853,0,-1,0,0
4128,SERPINI2,,1,4128,1,3855,0,-1,0,0
4129,PDCD10,ENSG00000114209,1,4129,1,3857,1,1809,1,325
4130,LRRC31,,1,4130,1,3866,0,-1,0,0
4131,WNT5A,,1,4131,1,3412,0,-1,0,0
4132,PFKFB4,,1,4132,1,3290,0,-1,1,402
4133,COL7A1,,1,4133,1,3292,0,-1,0,0
4134,FGF12,,1,4134,1,3979,0,-1,0,0
4135,PRKAR2A,ENSG00000114302,1,4135,1,3299,1,1569,1,183
4136,HES1,ENSG00000114315,1,4136,1,3985,1,1867,1,245
4137,USP4,ENSG00000114316,1,4137,1,3317,1,1580,1,23
4138,ACAP2,ENSG00000114331,1,4138,1,3994,1,1872,1,160
4139,ECT2,ENSG00000114346,1,4139,1,3884,1,1822,1,37
4140,GNAT1,,1,4140,1,3338,0,-1,0,0
4141,GNAI2,ENSG00000114353,1,4141,1,3340,1,1590,1,85
4142,TFG,ENSG00000114354,1,4142,1,3524,1,1676,1,223
4143,USP9Y,,1,4143,1,18061,0,-1,0,0
4144,HYAL1,,1,4144,1,3346,0,-1,0,0
4145,TUSC2,ENSG00000114383,1,4145,1,3348,1,1595,1,204
4146,NPRL2,ENSG00000114388,1,4146,1,3351,1,1597,1,122
4147,CYB561D2,ENSG00000114395,1,4147,1,3352,1,1598,1,165
4148,C3orf14,,1,4148,1,3440,0,-1,0,0
4149,FXR1,ENSG00000114416,1,4149,1,3902,1,1834,1,204
4150,CBLB,,1,4150,1,3535,0,-1,0,0
4151,BBX,ENSG00000114439,1,4151,1,3537,1,1683,1,196
4152,IFT57,ENSG00000114446,1,4152,1,3539,1,1686,1,278
4153,GNB4,ENSG00000114450,1,4153,1,3895,1,1828,1,123
4154,HHLA2,,1,4154,1,3540,0,-1,0,0
4155,IQCG,,1,4155,1,4024,0,-1,0,0
4156,GBE1,,1,4156,1,3480,0,-1,1,99
4157,MORC1,,1,4157,1,3547,0,-1,0,0
4158,UMPS,ENSG00000114491,1,4158,1,3641,1,1714,1,27
4159,NCBP2,ENSG00000114503,1,4159,1,4015,1,1884,1,547
4160,SNX4,ENSG00000114520,1,4160,1,3647,1,1716,1,74
4161,C3orf52,,1,4161,1,3559,0,-1,0,0
4162,FRMD4B,,1,4162,1,3462,0,-1,0,0
4163,SLC41A3,,1,4163,1,3651,0,-1,1,267
4164,ROPN1B,,1,4164,1,3650,0,-1,0,0
4165,PLXNA1,ENSG00000114554,1,4165,1,3661,1,1720,1,215
4166,ATP6V1A,ENSG00000114573,1,4166,1,3577,1,1695,1,29
4167,ABTB1,,1,4167,1,3667,0,-1,0,0
4168,PODXL2,ENSG00000114631,1,4168,1,3666,1,1723,1,155
4169,UPK1B,,1,4169,1,3590,0,-1,0,0
4170,CSPG5,,1,4170,1,3275,0,-1,0,0
4171,KLHL18,ENSG00000114648,1,4171,1,3271,1,1552,1,91
4172,SCAP,ENSG00000114650,1,4172,1,3273,1,1554,1,334
4173,EFCC1,,1,4173,1,3679,0,-1,0,0
4174,KIAA1257,,1,4174,1,3678,0,-1,0,0
4175,NEK11,,1,4175,1,3699,0,-1,0,0
4176,PLSCR4,,1,4176,1,3773,0,-1,0,0
4177,HEMK1,ENSG00000114735,1,4177,1,3356,1,1600,1,138
4178,CISH,ENSG00000114737,1,4178,1,3357,1,1601,1,222
4179,MAPKAPK3,ENSG00000114738,1,4179,1,3358,1,1602,1,308
4180,ACVR2B,ENSG00000114739,1,4180,1,3182,1,1517,1,115
4181,WDR48,ENSG00000114742,1,4181,1,3187,1,1519,1,102
4182,COMMD2,ENSG00000114744,1,4182,1,3790,1,1784,1,165
4183,GORASP1,,1,4183,1,3188,0,-1,1,245
4184,PEX5L,,1,4184,1,3899,0,-1,0,0
4185,RRP9,ENSG00000114767,1,4185,1,3370,1,1608,1,185
4186,ABCC5,ENSG00000114770,1,4186,1,3915,1,1843,1,306
4187,AADAC,,1,4187,1,3809,0,-1,0,0
4188,ABHD14B,ENSG00000114779,1,4188,1,3374,1,1609,1,802
4189,EIF1B,ENSG00000114784,1,4189,1,3197,1,1522,1,125
4190,ARHGEF26,,1,4190,1,3814,0,-1,0,0
4191,KLHL24,ENSG00000114796,1,4191,1,3911,1,1840,1,286
4192,PLCH1,,1,4192,1,3819,0,-1,0,0
4193,VIPR1,,1,4193,1,3207,0,-1,0,0
4194,DNAH1,,1,4194,1,3385,0,-1,0,0
4195,SSR3,ENSG00000114850,1,4195,1,3824,1,1797,1,62
4196,ZBTB47,,1,4196,1,3211,0,-1,1,308
4197,TNNC1,,1,4197,1,3388,0,-1,0,0
4198,NKTR,ENSG00000114857,1,4198,1,3210,1,1529,1,140
4199,CLCN2,,1,4199,1,3931,0,-1,1,175
4200,FOXP1,ENSG00000114861,1,4200,1,3465,1,1656,1,816
4201,EIF4G1,ENSG00000114867,1,4201,1,3929,1,1851,1,223
4202,SPCS1,ENSG00000114902,1,4202,1,3396,1,1625,1,101
4203,NEK4,ENSG00000114904,1,4203,1,3397,1,1626,1,153
4204,SLC4A3,,1,4204,1,2879,0,-1,0,0
4205,INO80D,ENSG00000114933,1,4205,1,2774,1,1339,1,255
4206,EEF1B2,ENSG00000114942,1,4206,1,2776,1,1341,1,60
4207,ADAM23,,1,4207,1,2779,0,-1,0,0
4208,DGUOK,ENSG00000114956,1,4208,1,2241,1,1069,1,130
4209,MOB1A,ENSG00000114978,1,4209,1,2244,1,1073,1,131
4210,KANSL3,ENSG00000114982,1,4210,1,2340,1,1121,1,255
4211,LMAN2L,,1,4211,1,2342,0,-1,1,131
4212,RTKN,,1,4212,1,2250,0,-1,0,0
4213,TTL,ENSG00000114999,1,4213,1,2426,1,1165,1,48
4214,IL1A,,1,4214,1,2432,0,-1,0,0
4215,CCL20,,1,4215,1,2908,0,-1,0,0
4216,PIKFYVE,ENSG00000115020,1,4216,1,2797,1,1347,1,232
4217,KCNIP3,,1,4217,1,2325,0,-1,1,413
4218,FAHD2A,ENSG00000115042,1,4218,1,2326,1,1113,1,535
4219,NCL,ENSG00000115053,1,4219,1,2929,1,1394,1,443
4220,ACTR1B,ENSG00000115073,1,4220,1,2351,1,1129,1,517
4221,SLC35F5,ENSG00000115084,1,4221,1,2443,1,1173,1,89
4222,ZAP70,,1,4222,1,2353,0,-1,0,0
4223,ACTR3,ENSG00000115091,1,4223,1,2444,1,1174,1,261
4224,STEAP3,,1,4224,1,2452,0,-1,1,274
4225,EPB41L5,ENSG00000115109,1,4225,1,2460,1,1182,1,178
4226,TFCP2L1,,1,4226,1,2465,0,-1,1,18
4227,SF3B6,ENSG00000115128,1,4227,1,1960,1,910,0,0
4228,TP53I3,ENSG00000115129,1,4228,1,1962,1,911,1,300
4229,DNAJC27,,1,4229,1,1970,0,-1,0,0
4230,POMC,,1,4230,1,1972,0,-1,0,0
4231,STAM2,ENSG00000115145,1,4231,1,2541,1,1225,1,423
4232,OTOF,,1,4232,1,1984,0,-1,0,0
4233,GPD2,ENSG00000115159,1,4233,1,2549,1,1228,1,132
4234,CENPA,ENSG00000115163,1,4234,1,1989,1,923,1,65
4235,CYTIP,,1,4235,1,2552,0,-1,0,0
4236,ACVR1,,1,4236,1,2554,0,-1,0,0
4237,TANC1,,1,4237,1,2558,0,-1,0,0
4238,SLC30A3,,1,4238,1,2005,0,-1,0,0
4239,MPV17,ENSG00000115204,1,4239,1,2009,1,932,1,197
4240,GTF3C2,ENSG00000115207,1,4240,1,2010,1,933,1,240
4241,EIF2B4,ENSG00000115211,1,4241,1,2011,1,934,1,184
4242,NRBP1,ENSG00000115216,1,4242,1,2015,1,937,1,92
4243,ITGB6,,1,4243,1,2565,0,-1,0,0
4244,FNDC4,,1,4244,1,2018,0,-1,1,235
4245,ITGA4,ENSG00000115232,1,4245,1,2668,1,1283,0,0
4246,PSMD14,ENSG00000115233,1,4246,1,2568,1,1235,1,23
4247,SNX17,ENSG00000115234,1,4247,1,2012,1,935,1,204
4248,ASB3,ENSG00000115239,1,4248,1,2132,1,1001,1,245
4249,PPM1G,ENSG00000115241,1,4249,1,2014,1,936,1,269
4250,PDE1A,,1,4250,1,2673,0,-1,0,0
4251,REEP6,ENSG00000115255,1,4251,1,14976,1,6938,1,144
4252,PCSK4,,1,4252,1,14975,0,-1,0,0
4253,GCG,,1,4253,1,2572,0,-1,0,0
4254,APC2,,1,4254,1,14973,0,-1,0,0
